Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,3865.39,безналичный,Витебск,Приорбанк-BQIM-982,27-09-2012,23:41:52,успешно,да,339.84
физ. лицо,списание средств,2565.26,безналичный,Могилев,БелАгропромбанк-JENX-367,31-01-2020,12:24:52,недостаточно средств,да,109.4
юр. лицо,списание средств,2562.9,безналичный,Брест,Беларусбанк-UDSZ-790,11-07-2011,14:20:36,успешно,да,196.67
юр. лицо,списание средств,4479.31,наличный,Могилев,Приорбанк-OUPG-511,08-06-2015,04:35:30,успешно,да,438.17
физ. лицо,списание средств,186.19,наличный,Могилев,БелАгропромбанк-XCFX-960,17-07-2023,01:58:51,недостаточно средств,да,6.56
юр. лицо,списание средств,1308.76,наличный,Могилев,МаксБанк-ZOVM-879,14-05-2008,19:14:03,неправильный ввод пин-кода,да,22.81
физ. лицо,списание средств,757.19,безналичный,Гродно,Беларусбанк-PRYG-885,02-03-2021,01:13:44,недостаточно средств,да,16.49
юр. лицо,списание средств,389.92,наличный,Могилев,БелАгропромбанк-CWZJ-521,07-04-2013,01:42:07,недостаточно средств,да,13.68
юр. лицо,списание средств,4823.31,безналичный,Гродно,Приорбанк-GDYF-779,18-07-2007,01:47:18,недостаточно средств,да,202.17
физ. лицо,списание средств,3113.3,безналичный,Брест,Белинвестбанк-RVBS-876,27-04-2019,06:12:50,неправильный ввод пин-кода,да,48.39
юр. лицо,списание средств,3501.85,безналичный,Могилев,Белинвестбанк-GBMJ-612,13-04-2000,13:49:02,неправильный ввод пин-кода,да,163.73
юр. лицо,списание средств,30.63,наличный,Гродно,БелАгропромбанк-MGYR-280,10-07-2016,02:01:15,неправильный ввод пин-кода,да,2.84
юр. лицо,списание средств,1722.15,безналичный,Брест,Приорбанк-CCBS-510,23-08-2004,11:37:29,недостаточно средств,да,33.42
физ. лицо,списание средств,2384.59,безналичный,Могилев,МаксБанк-DYJQ-192,21-08-2012,16:14:04,недостаточно средств,да,210.23
физ. лицо,списание средств,2821.4,безналичный,Гродно,БелАгропромбанк-MFLS-993,03-01-2010,11:39:16,недостаточно средств,да,28.77
физ. лицо,списание средств,4355.71,наличный,Гомель,БелАгропромбанк-OEGA-658,15-09-2014,14:46:29,успешно,да,131.34
юр. лицо,списание средств,4335.56,безналичный,Брест,Беларусбанк-PYFD-837,25-04-2008,21:58:24,неправильный ввод пин-кода,да,208.32
физ. лицо,списание средств,233.75,наличный,Витебск,МаксБанк-YYGV-909,15-12-2010,02:51:24,неправильный ввод пин-кода,да,10.67
физ. лицо,списание средств,234.96,безналичный,Витебск,Приорбанк-NQAD-405,01-01-2000,03:06:07,недостаточно средств,да,13.25
юр. лицо,списание средств,2239.61,безналичный,Могилев,Белинвестбанк-TRBI-385,25-01-2023,08:38:30,успешно,да,150.67
юр. лицо,списание средств,229.41,безналичный,Минск,Беларусбанк-AVHE-317,22-08-2006,23:15:46,успешно,да,6.07
физ. лицо,списание средств,917.4,наличный,Брест,Приорбанк-TIIF-474,22-09-2016,19:48:24,успешно,да,41.34
юр. лицо,списание средств,838.59,безналичный,Гомель,МаксБанк-CKUJ-729,19-08-2021,14:43:43,недостаточно средств,да,53.33
физ. лицо,списание средств,1309.25,наличный,Гродно,МаксБанк-BGPR-659,29-09-2016,07:27:06,неправильный ввод пин-кода,да,59.04
физ. лицо,списание средств,2343.49,наличный,Могилев,БелАгропромбанк-WLNZ-839,06-08-2007,00:06:07,успешно,да,84.53
юр. лицо,списание средств,3591.79,безналичный,Гомель,Беларусбанк-SOJB-533,27-12-2012,10:36:55,недостаточно средств,да,124.35
физ. лицо,списание средств,4918.6,безналичный,Гомель,БелАгропромбанк-IBSY-395,06-03-2017,18:05:09,успешно,да,458.48
юр. лицо,списание средств,3341.97,наличный,Минск,Беларусбанк-IMVW-072,14-07-2023,13:30:43,недостаточно средств,да,230.95
юр. лицо,списание средств,2422.78,наличный,Минск,Белинвестбанк-IIIL-818,30-09-2018,01:10:38,успешно,да,132.02
юр. лицо,списание средств,3576.22,безналичный,Могилев,Беларусбанк-SNUV-489,03-12-2021,19:54:28,успешно,да,212.54
юр. лицо,списание средств,1339.54,наличный,Гродно,Беларусбанк-YXCU-830,10-11-2004,03:39:21,успешно,да,38.75
физ. лицо,списание средств,1457.36,безналичный,Минск,Беларусбанк-DKIF-814,28-06-2019,15:43:30,недостаточно средств,да,87.56
физ. лицо,списание средств,2924.5,наличный,Гродно,Беларусбанк-TRZY-015,06-12-2019,02:54:40,успешно,да,209.75
физ. лицо,списание средств,762.95,наличный,Гродно,Белинвестбанк-HSZU-940,01-02-2011,06:03:16,недостаточно средств,да,38.77
физ. лицо,списание средств,1691.58,наличный,Минск,БелАгропромбанк-UADK-063,02-07-2014,08:54:47,недостаточно средств,да,117.56
юр. лицо,списание средств,4383.6,безналичный,Витебск,МаксБанк-CVZI-053,04-04-2024,12:46:50,неправильный ввод пин-кода,да,239.48
юр. лицо,списание средств,2020.86,наличный,Брест,МаксБанк-YUJR-661,09-12-2012,01:49:06,недостаточно средств,да,64.57
юр. лицо,списание средств,1893.06,наличный,Гомель,МаксБанк-MMZF-649,28-06-2012,22:44:18,успешно,да,158.52
